"","Country","Code","Year","Unsafe.water.source..deaths.","Poor.sanitation..deaths.","No.access.to.handwashing.facility..deaths.","Household.air.pollution..deaths.","Outdoor.air.pollution..deaths.","Non.exclusive.breastfeeding..deaths.","Discontinued.breastfeeding..deaths.","Child.wasting..deaths.","Child.stunting..deaths.","Low.birth.weight..deaths.","Secondhand.smoke..deaths.","Alcohol.use..deaths.","Drug.use..deaths.","Diet.low.in.fruits..deaths.","Diet.low.in.vegetables..deaths.","Unsafe.sex..deaths.","Low.physical.activity..deaths.","High.blood.sugar..deaths.","High.cholesterol..deaths.","High.body.mass.index..obesity...deaths.","High.blood.pressure..deaths.","Smoking..deaths.","Iron.deficiency..deaths.","Zinc.deficiency..deaths.","Vitamin.A.deficiency..deaths.","Low.bone.mineral.density..deaths.","Life.expectancy"
"77","Australasia","",2016,57.9697804847,12.8735651967,74.4393463693,75.8889949024,3622.64441984,7.78323131696,0.882879299232,13.4384464488,1.15144111064,285.404245434,1375.0957906,9386.44917529,2425.09066184,6489.1975356,5452.30668441,591.447592911,6295.82308108,17650.7850454,17386.8358417,21976.75965,33049.3426006,25723.6252451,3.53324101059,0.575192748903,0.010717525097,2616.75267794,NA
"78","Australia","AUS",1990,6.80976957773,4.58151939152,25.8612252427,241.020507372,3848.01844896,8.0203910977,0.275096296245,23.7281940389,2.34426146029,517.54067276,1260.32710807,8484.11484349,1012.45335792,5444.40148503,5567.81178509,780.026906748,5445.66061445,10386.8479336,18972.2413294,12528.4465753,30924.4577333,20673.3100196,1.81821684681,0.856041627131,0.00767654341395,805.497469905,NA
"79","Australia","AUS",1995,11.0576025099,6.5236927207,31.1937048937,97.6229922451,3746.04704885,6.34359044772,0.352900859434,18.9689120687,1.69711121218,368.789326309,1214.67350233,6584.46984707,1362.96812762,5433.80801855,5134.94905319,876.258504641,5388.2211972,11343.7787839,17367.1366067,13524.0208235,29988.0827077,20013.0491766,2.00654390183,0.838273509085,0.00593087993617,863.192413114,NA
"80","Australia","AUS",2000,11.6201096056,5.61796660383,37.076807745,85.9245297087,3514.78007764,6.83765500135,0.458701846851,15.7897182845,1.37553935215,258.3657834,1185.3887485,5748.06693574,1647.33294154,5272.21681171,4725.82484212,530.525882782,5055.34065275,11672.5112003,15629.9520461,13910.0939052,27428.9719284,18892.4385379,2.15723294632,0.729007493463,0.00541485590682,1060.74352342,79.5
"81","Australia","AUS",2005,19.1134483654,6.75032131674,41.9781833626,86.7169843047,3135.23579718,8.20904925362,0.769364957443,15.7788752836,1.37884218598,262.777721413,1110.85492723,6114.5099624,1532.58520534,4945.05404876,4262.44253153,483.215621801,4731.16156821,12281.3173553,14142.0417871,14640.6344093,24813.3654032,18133.1031024,2.04493593106,0.667081135092,0.00974808336272,1377.79837113,81
"82","Australia","AUS",2006,22.0254388819,7.42705532482,44.0349967059,84.7037677183,3037.49670088,8.53108883151,0.853239087826,15.7632804216,1.37537632859,273.834003866,1101.92842193,6236.05189116,1560.63999783,4957.84483477,4233.53492947,506.225471725,4738.53861896,12581.607496,14047.5556057,15000.4092356,24775.250456,18316.0670112,2.25648772202,0.654060066141,0.0103307918032,1456.54447105,81.2
"83","Australia","AUS",2010,31.6204974573,8.57351371985,49.9599378132,69.3244640789,2647.08970555,7.98275574078,0.889088674454,13.9181491711,1.22374252053,250.638205373,1045.9037966,7063.12361438,1831.19576151,4947.91264966,4050.30836444,490.539539597,4694.64832111,13286.4329301,13430.9491442,15994.7002351,24276.1585299,19261.7101638,2.68396483668,0.593079333407,0.0101134252593,1787.40025834,81.9
"84","Australia","AUS",2016,45.6849401439,9.70702710496,62.4769381786,58.797788194,3070.73529252,6.20154456068,0.710263879385,10.6799208565,0.903019429889,209.845471523,1166.24495145,8123.27006673,2218.95319172,5459.38727961,4427.72215915,507.519487064,5217.09099658,15056.6684882,14679.6705479,18194.7027156,27216.5637631,21266.7408612,3.18453010542,0.491431492983,0.00803598426538,2201.27345013,NA
"85","Austria","AUT",1990,1.18911097404,0.911645923333,10.0256593724,376.88106522,4743.62979064,5.05780884119,0.0861358205037,9.28721236574,0.536441569776,187.124275884,682.780368894,9320.57119538,732.694335652,2650.82722595,3895.62086118,413.953118449,3725.14319844,6094.9823852,12099.008227,7845.78401143,23410.2571093,11173.1749739,0.716331693965,0.444792186994,0.0088578821099,1012.86728291,NA
"86","Austria","AUT",1995,0.886505244038,0.72723004391,8.0961747236,256.756497052,4301.86374892,2.39289909416,0.0608232456372,4.4078182831,0.208976722859,161.265494323,640.142793185,8397.47770625,862.164306937,2607.46317035,3761.14387593,430.541349386,3703.85562872,6281.14714242,12119.2334978,8164.60713589,22437.758699,10647.2833665,0.601866968802,0.298689714886,0.00670404191275,812.384344783,NA
"87","Austria","AUT",2000,1.13305999549,1.03852287776,7.25370744689,196.053690122,3819.46684633,1.72949473586,0.0727007556071,2.91607779748,0.131016363185,122.104692703,690.129289208,7319.8187512,850.472643292,2480.82234366,3301.16751535,292.219745661,3451.42383629,6322.40714643,11062.7415846,8105.62859226,20508.2050667,10159.4932512,0.62440310402,0.224248016544,0.00645429361771,740.479647707,78.1
"88","Austria","AUT",2005,2.75949413171,2.53241235284,7.24231374235,147.815867915,3361.48602594,1.69875469199,0.131151033475,2.45451130593,0.110587016902,119.335663881,668.67501663,6530.77896728,928.555853764,2205.13612333,2794.71494442,309.021339897,3065.54049311,7209.27477477,9442.2520929,8188.31260551,18148.2073802,9468.64756374,0.836543976062,0.188752242246,0.0115136848663,833.904258655,79.4
"89","Austria","AUT",2006,3.30940103259,3.02109731887,7.31434122424,139.657036654,3312.21068185,1.62696024527,0.143940904509,2.32563437378,0.102941938553,107.846935404,646.785848952,6424.15792704,928.839503196,2177.20809886,2744.76464999,287.182981677,3022.49341814,7294.84649568,9306.75293764,8265.8611821,18004.6749048,9365.86669159,0.934699252045,0.179132481676,0.0120250016589,843.887386261,79.8
"90","Austria","AUT",2010,4.74357344348,4.26112117827,7.39600856097,112.478141001,3227.55013958,1.78284571651,0.200751626407,2.38842893816,0.100659739509,85.7445615802,575.69218358,6151.79662033,980.0973568,2073.84420036,2661.78704494,274.025606773,2969.110543,7537.49070938,9107.21761516,8530.30353108,18174.846508,9315.69512249,2.4572675945,0.171832179674,0.0136290911168,923.262472531,84
"91","Austria","AUT",2016,4.97288982531,4.3359042043,7.51039770525,86.6435918273,3270.32796403,1.31085548558,0.173163657499,1.67501948323,0.0675855123991,63.3343448281,570.825665106,6149.9905073,1019.21919582,2066.42793521,2700.27836823,268.816654397,3113.63035572,7985.12309547,9365.24631061,9208.41289157,19349.3933988,9688.40068366,3.2322020107,0.114548411067,0.01012908919,1017.9312409,NA
"92","Azerbaijan","AZE",1990,755.277458349,833.228412522,662.131775115,5458.41442299,5249.07058868,1283.4265026,89.1310627154,4563.50111168,887.410777346,1844.18356967,2712.68654493,1965.96289295,322.166208731,2900.84608788,3068.8720545,161.199855137,1706.81121911,3240.11363686,6940.53445317,4567.11620583,13380.1313843,5970.22129525,11.6951510648,262.523985975,27.3181382499,75.2024582187,NA
"93","Azerbaijan","AZE",1995,607.846644507,674.337042453,548.705730937,5219.76102051,5236.00320119,1012.09238486,66.3131557411,3756.28549978,768.428209161,1546.85970943,2772.96136333,2669.16518448,479.352831641,3577.3938191,3456.62031295,191.233835785,1865.91301208,3983.53479916,8040.51091486,5517.68579894,15189.2776368,6935.58025799,12.1833944674,275.459792225,20.1729113089,79.647177084,NA
"94","Azerbaijan","AZE",2000,352.709066583,381.734437318,326.925847118,3481.02586876,5190.65570557,572.442718116,30.9523542961,2149.38208828,402.953047309,1198.46303946,2455.05917754,2708.64901867,560.042135909,4324.32046334,3150.56486758,220.809324302,2161.30736955,4803.06785171,8649.98249227,5887.4871428,17330.1097048,6915.55268603,10.1158036503,131.922391271,5.11025877949,57.9600641004,66.6
"95","Azerbaijan","AZE",2005,232.169807197,234.221123246,228.233402804,2441.94372008,5330.17192829,500.973125494,21.8447079979,1812.7590943,346.964631173,1358.73546089,2545.39997195,3629.58071282,744.161502731,5004.94946466,2343.36671641,285.488082267,2486.70055731,5995.36863549,9659.22626626,7363.46664998,19991.0593143,7630.74707523,8.64599334832,47.7032664131,1.57304211807,68.1703920983,68.4
"96","Azerbaijan","AZE",2006,208.731922129,207.259050065,211.30256933,2257.33567221,5501.86636729,500.32899114,20.9314385937,1802.05038412,328.23895018,1412.03243257,2597.6618587,3805.040126,776.39681574,4985.96993585,2089.57332404,293.50175539,2535.35705269,6159.20183744,9821.67482114,7682.28158523,20358.8446225,7829.93234635,8.76327667885,41.649971975,1.26636576154,69.4900753053,69.2
"97","Azerbaijan","AZE",2010,138.864270935,132.348864752,147.007179496,2098.33947013,6359.20333639,440.005844713,17.6300996165,1577.04614918,247.219800024,1361.74237733,3009.46961982,4390.25284023,861.580285969,4872.64425112,1519.33552879,299.357356837,2951.14678006,7120.44381256,11401.1310721,9455.30217391,22624.7366533,8692.6592243,8.20261707322,23.9624881602,0.735535256523,83.7177502524,71.1
"98","Azerbaijan","AZE",2016,89.4011242795,85.6055789589,89.9683109368,1849.26708715,6780.0420271,291.748452842,13.007678682,1024.08765781,142.38700183,1007.46309443,2820.35732445,4545.38466838,971.13392047,4377.68465194,1440.45485597,271.983704887,3063.55493317,7496.67826886,12467.1706355,10475.0721019,22454.3545767,9429.58776481,7.19997097068,15.9076197682,0.441011057883,89.6236810922,NA
"99","Bahamas","BHS",1990,4.63195984176,2.48139420583,4.65243476865,14.5467003429,60.7273262481,3.82074740441,0.342945222174,12.4581371554,1.11386743008,28.1546652718,13.382722335,155.975628799,11.4936500355,27.3163156337,24.9267386719,54.1125608142,33.9213084323,158.715846222,104.863945752,147.050570828,275.70591535,98.1500440619,0.12270560937,0.183491324851,0.0438846131846,4.8707340885,NA
"100","Bahamas","BHS",1995,4.20111200131,2.01766466148,4.40721284733,12.850710964,66.1601280334,2.87817272162,0.269421393478,9.04640398168,0.775382411406,21.2734179745,16.0899637796,151.194456361,13.4909497206,25.0234914762,33.1593338029,148.268145021,39.2995590859,206.777025837,117.509694392,173.346063797,312.634980392,109.396370714,0.122131623103,0.141408714019,0.0350836572537,5.38026148778,NA
"101","Bahamas","BHS",2000,2.63405964525,1.10996180411,3.68579194445,10.5334104922,67.5476676846,1.82307762627,0.135622506583,5.73045582695,0.454043644442,13.3119095727,17.4261910991,135.816203476,15.1475351333,11.1408176293,37.0136886923,221.319430183,43.441646639,248.388080998,124.918427445,202.553958681,357.2658328,109.748146501,0.0935095108399,0.0789784942771,0.0169173880396,7.24706940901,72.6
"102","Bahamas","BHS",2005,2.06458280994,0.913405350173,3.8831618189,10.0423706794,74.1053168826,1.80803853317,0.0973440054744,5.11505020144,0.439536622874,15.5899085579,18.7907414604,146.38118454,18.2265320968,8.67527895686,43.0457712167,142.024248777,47.2789713679,281.847301066,134.938141334,234.946687355,421.189536277,122.367133676,0.107840510424,0.0639873295855,0.00820545538272,8.47710658015,74.1
"103","Bahamas","BHS",2006,2.0217861147,0.900306395023,3.84998688774,9.5228920481,70.2546690975,1.74649668254,0.0927492592338,4.90505080952,0.424043272673,15.3648463907,19.2923947951,142.751043643,18.1113098673,8.34134605707,42.8865204563,159.870814158,46.9775453272,279.088716291,133.094048234,230.780147246,418.494647645,118.707580323,0.078657581489,0.0613219328788,0.00811167994335,8.55985280153,74.2
"104","Bahamas","BHS",2010,2.06676826712,0.936331573772,4.37881880966,9.79471439849,68.5289212225,1.58918970876,0.0842814159787,4.76780148497,0.428991551159,14.194731488,23.0290758011,162.030439795,21.0882930252,10.241583289,51.2759750024,123.255713539,53.7921385922,308.20227549,152.060294689,270.102338971,496.550968458,130.761032355,0.0986781061066,0.0802075102741,0.0096725891457,10.3072830479,75
"105","Bahamas","BHS",2016,2.55534104623,1.18247378354,5.62651543217,10.441104406,94.3368724946,1.54483320434,0.0854719836368,4.67254087259,0.41937047501,12.5715736862,30.2445350451,178.358721968,27.6589630486,15.8433469902,71.2500942318,120.534290672,74.3052785374,410.079864527,206.888897502,364.477544578,676.482307228,156.246512977,0.0910017077397,0.0840989037517,0.00952763643596,13.0615691644,NA
"106","Bahrain","BHR",1990,4.93290439304,2.86525882213,2.83504298733,43.8923158675,204.445557033,4.14628482148,0.195193407871,23.7460155861,2.73378452936,68.3453377644,38.3630381339,70.9910840442,10.9703617694,69.1966928843,30.6634701178,5.48662948994,80.8757347311,446.554236816,302.269453628,322.485672649,440.34483115,280.879841547,0.156761181836,0.175887614264,0.686785854899,7.41609207778,NA
"107","Bahrain","BHR",1995,4.40147760231,2.11297639836,2.44595046838,28.3676433871,217.064049812,2.73717962018,0.146705306125,14.6803162884,1.38882891657,47.6933405103,45.5140387024,74.0326116784,17.0530716132,73.7293444999,29.8349560784,7.34522942322,90.8431300168,554.108086023,322.054828593,403.672886218,484.346158455,288.090494353,0.165184005637,0.176863294836,0.117092403019,9.6675378768,NA
"108","Bahrain","BHR",2000,3.98517010732,1.7018965846,2.48880208214,21.1369294845,215.993413059,1.73155742229,0.117796750116,9.1413037467,0.744306830802,29.1616037156,50.6178159962,72.3164570205,21.2972816222,73.2435456884,27.6538486819,8.8219584069,91.1119693667,592.895120824,318.882803299,449.950236626,478.058372235,266.301035692,0.165959346189,0.149324263292,0.0225370671813,15.098305672,74.5
"109","Bahrain","BHR",2005,3.69773625755,1.4212860338,2.91156239815,10.7608107014,204.213988326,1.74021364119,0.0924118999977,8.1989266354,0.5162802036,29.0763294946,58.660851498,58.1750003899,27.8690641978,71.478371609,25.8884489841,9.94129726748,90.7532262787,672.547784064,304.294423553,519.776808203,471.185254271,256.39027957,0.174886645866,0.167025763161,0.0176860271153,10.971336944,75.3
"110","Bahrain","BHR",2006,3.71470916841,1.41359545774,3.0404846551,10.0306686509,210.897549111,1.78961442685,0.0945872959128,8.19528398411,0.494564598259,29.1903574151,61.1786108514,63.408039357,30.2623164449,72.8710199535,25.8581345816,10.358305659,91.7366818287,701.414736304,306.856558412,543.600904981,475.006688588,258.154575534,0.182804585068,0.164242724853,0.016377724058,13.1355958459,75.5
"111","Bahrain","BHR",2010,3.97064806498,1.43305485591,3.3346789523,7.86710529897,240.305354777,1.53817377222,0.0875048973583,6.63732625833,0.341592365656,25.3141125918,69.6017106705,59.0201066958,38.7798826414,80.4028253767,28.4023074126,12.9781453436,99.8787360913,820.132954182,329.942677499,645.809224089,507.667449845,255.512128003,0.198218963189,0.144683767361,0.0145513205215,12.0179088055,76.1
